Korpus;Frequency;Presentase Kemunculan;
ditangani;636;0,00146055;
siwa;636;0,00146055;
manuskrip;636;0,00146055;
mississippi;636;0,00146055;
kepresidenan;636;0,00146055;
berorientasi;636;0,00146055;
grid;636;0,00146055;
perlakuan;636;0,00146055;
tae;636;0,00146055;
temurun;636;0,00146055;
walk;636;0,00146055;
stuttgart;636;0,00146055;
selangor;635;0,001458253;
team02;635;0,001458253;
prost;635;0,001458253;
berposisi;635;0,001458253;
abi;635;0,001458253;
voldemort;634;0,001455957;
mie;634;0,001455957;
bing;634;0,001455957;
dioksida;634;0,001455957;
tengku;634;0,001455957;
biner;634;0,001455957;
frame;634;0,001455957;
romance;634;0,001455957;
een;633;0,001453661;
pat;633;0,001453661;
dilatih;633;0,001453661;
spanish;633;0,001453661;
dekatnya;633;0,001453661;
argo;633;0,001453661;
ditahun;633;0,001453661;
villeneuve;633;0,001453661;
ralph;633;0,001453661;
afghanistan;633;0,001453661;
ukurannya;632;0,001451364;
pemungutan;632;0,001451364;
m2;632;0,001451364;
bryan;632;0,001451364;
mayjen;632;0,001451364;
mpu;632;0,001451364;
seed02;632;0,001451364;
bersikap;632;0,001451364;
kenny;632;0,001451364;
hidayatullah;632;0,001451364;
puasa;632;0,001451364;
akustik;632;0,001451364;
lembar;631;0,001449068;
energy;631;0,001449068;
ishak;631;0,001449068;
kerjanya;631;0,001449068;
bpk;631;0,001449068;
plan;631;0,001449068;
mbah;631;0,001449068;
faksi;631;0,001449068;
dictionary;631;0,001449068;
kenneth;631;0,001449068;
six;631;0,001449068;
desainer;631;0,001449068;
ted;631;0,001449068;
bibir;631;0,001449068;
gray;631;0,001449068;
qin;631;0,001449068;
lebong;630;0,001446771;
mengenali;630;0,001446771;
m²;630;0,001446771;
memancing;630;0,001446771;
enak;630;0,001446771;
katak;630;0,001446771;
bontang;630;0,001446771;
amanat;630;0,001446771;
mengkritik;630;0,001446771;
rupanya;630;0,001446771;
uta;630;0,001446771;
noor;629;0,001444475;
mediterania;629;0,001444475;
mat;629;0,001444475;
writer;629;0,001444475;
dilangsungkan;628;0,001442178;
katalog;628;0,001442178;
colin;628;0,001442178;
keanekaragaman;628;0,001442178;
lingga;628;0,001442178;
arkansas;628;0,001442178;
injili;628;0,001442178;
wallace;628;0,001442178;
security;628;0,001442178;
nobunaga;627;0,001439882;
ekosistem;627;0,001439882;
berbakat;627;0,001439882;
yani;627;0,001439882;
siliwangi;627;0,001439882;
ling;627;0,001439882;
watanabe;627;0,001439882;
perpecahan;626;0,001437585;
biologis;626;0,001437585;
gadang;626;0,001437585;
menghambat;626;0,001437585;
ursae;626;0,001437585;
saul;626;0,001437585;
joey;626;0,001437585;
candy;625;0,001435289;
olivier;625;0,001435289;
journey;625;0,001435289;
kw;625;0,001435289;
score14;625;0,001435289;
connecticut;625;0,001435289;
karen;625;0,001435289;
nana;625;0,001435289;
haruslah;624;0,001432992;
dikelompokkan;624;0,001432992;
yes;624;0,001432992;
biarawan;624;0,001432992;
chief;624;0,001432992;
gate;624;0,001432992;
abd;624;0,001432992;
merantau;624;0,001432992;
takahashi;624;0,001432992;
hangul;624;0,001432992;
usulan;624;0,001432992;
bt;624;0,001432992;
cari;623;0,001430696;
pencegahan;623;0,001430696;
beton;623;0,001430696;
memuji;623;0,001430696;
banteng;623;0,001430696;
albumnya;623;0,001430696;
tereliminasi;623;0,001430696;
murphy;623;0,001430696;
jual;623;0,001430696;
identifikasi;622;0,001428399;
adobe;622;0,001428399;
kelinci;622;0,001428399;
timah;621;0,001426103;
diperhatikan;621;0,001426103;
bermata;621;0,001426103;
ward;621;0,001426103;
umpan;621;0,001426103;
ilegal;621;0,001426103;
mengingatkan;621;0,001426103;
father;621;0,001426103;
keesokan;620;0,001423807;
karim;620;0,001423807;
nirkabel;620;0,001423807;
unix;620;0,001423807;
galuh;620;0,001423807;
berinteraksi;620;0,001423807;
muse;620;0,001423807;
gembala;619;0,00142151;
aroma;619;0,00142151;
perkemahan;619;0,00142151;
semester;619;0,00142151;
dirawat;619;0,00142151;
temple;619;0,00142151;
industrial;619;0,00142151;
dee;618;0,001419214;
memutar;618;0,001419214;
round;618;0,001419214;
dalang;618;0,001419214;
mempercepat;618;0,001419214;
revolution;618;0,001419214;
erwin;618;0,001419214;
oslo;618;0,001419214;
dorongan;618;0,001419214;
torres;617;0,001416917;
kobayashi;617;0,001416917;
zainal;617;0,001416917;
pole;617;0,001416917;
bundar;617;0,001416917;
hendra;617;0,001416917;
matematikawan;617;0,001416917;
wen;617;0,001416917;
wajo;617;0,001416917;
schleswig;617;0,001416917;
inf;617;0,001416917;
bottom;617;0,001416917;
kian;617;0,001416917;
kecewa;617;0,001416917;
praha;616;0,001414621;
perilisan;616;0,001414621;
kekuatannya;616;0,001414621;
ukm;616;0,001414621;
peron;616;0,001414621;
aurigae;615;0,001412324;
ugm;615;0,001412324;
kapel;615;0,001412324;
eddy;615;0,001412324;
near;615;0,001412324;
atlético;615;0,001412324;
team03;615;0,001412324;
terintegrasi;614;0,001410028;
monte;614;0,001410028;
menyiarkan;614;0,001410028;
gurunya;614;0,001410028;
rico;614;0,001410028;
terlaris;614;0,001410028;
hiu;614;0,001410028;
liberty;614;0,001410028;
guest;614;0,001410028;
eliminasi;613;0,001407731;
warren;613;0,001407731;
seed03;613;0,001407731;
engineer;613;0,001407731;
cimahi;613;0,001407731;
nico;613;0,001407731;
lia;613;0,001407731;
pendahulunya;613;0,001407731;
dolok;612;0,001405435;
shadow;612;0,001405435;
esai;612;0,001405435;
debat;612;0,001405435;
kabin;612;0,001405435;
gregorius;612;0,001405435;
persentase;612;0,001405435;
letkol;612;0,001405435;
command;612;0,001405435;
chapter;612;0,001405435;
cho;611;0,001403138;
glukosa;611;0,001403138;
tembak;610;0,001400842;
hijrah;610;0,001400842;
regierungsbezirk;610;0,001400842;
penghulu;610;0,001400842;
atraksi;610;0,001400842;
integrasi;610;0,001400842;
mikhail;610;0,001400842;
kemarau;610;0,001400842;
ultra;610;0,001400842;
kewarganegaraan;610;0,001400842;
rick;610;0,001400842;
too;610;0,001400842;
berdasar;609;0,001398545;
diusir;609;0,001398545;
maine;609;0,001398545;
kemiripan;609;0,001398545;
backing;609;0,001398545;
pecinta;609;0,001398545;
khatulistiwa;609;0,001398545;
hideyoshi;609;0,001398545;
perhiasan;609;0,001398545;
kodim;609;0,001398545;
memeriksa;609;0,001398545;
meng;608;0,001396249;
az;608;0,001396249;
datu;608;0,001396249;
dreams;608;0,001396249;
reputasi;608;0,001396249;
cipinang;608;0,001396249;
bayaran;608;0,001396249;
kimiawan;608;0,001396249;
pencernaan;608;0,001396249;
sofia;608;0,001396249;
berkembangnya;608;0,001396249;
tempuh;607;0,001393953;
powell;607;0,001393953;
mendidik;607;0,001393953;
jutaan;607;0,001393953;
kantin;607;0,001393953;
vampir;607;0,001393953;
serbu;607;0,001393953;
yoon;607;0,001393953;
menuduh;607;0,001393953;
oseania;607;0,001393953;
berujung;607;0,001393953;
gilbert;607;0,001393953;
trinidad;606;0,001391656;
hamburg;606;0,001391656;
gaji;606;0,001391656;
hama;606;0,001391656;
pembina;606;0,001391656;
mayer;606;0,001391656;
ge;606;0,001391656;
nuh;606;0,001391656;
bereaksi;606;0,001391656;
banding;606;0,001391656;
charter;606;0,001391656;
banjarbaru;605;0,00138936;
protocol;605;0,00138936;
spain;605;0,00138936;
lane;605;0,00138936;
saingan;605;0,00138936;
ocean;605;0,00138936;
tempe;605;0,00138936;
works;605;0,00138936;
lie;605;0,00138936;
baldwin;605;0,00138936;
dituliskan;604;0,001387063;
input;604;0,001387063;
menghalangi;604;0,001387063;
sekeliling;604;0,001387063;
keberangkatan;604;0,001387063;
boa;604;0,001387063;
evolution;604;0,001387063;
diperkuat;604;0,001387063;
independent;604;0,001387063;
youth;604;0,001387063;
purwodadi;604;0,001387063;
permen;604;0,001387063;
corak;604;0,001387063;
chandra;604;0,001387063;
around;603;0,001384767;
diamati;603;0,001384767;
kesetiaan;603;0,001384767;
circuit;603;0,001384767;
heroes;603;0,001384767;
sharon;603;0,001384767;
awam;603;0,001384767;
dikurangi;603;0,001384767;
isaac;603;0,001384767;
samaria;602;0,00138247;
xiao;602;0,00138247;
balasan;602;0,00138247;
canggih;602;0,00138247;
cheung;602;0,00138247;
kodok;602;0,00138247;
gaib;602;0,00138247;
diperbaiki;602;0,00138247;
pre;602;0,00138247;
rogers;602;0,00138247;
bei;602;0,00138247;
kidung;601;0,001380174;
zhu;601;0,001380174;
bahari;601;0,001380174;
habsburg;601;0,001380174;
komitmen;601;0,001380174;
v8;601;0,001380174;
bubar;601;0,001380174;
theme;601;0,001380174;
korawa;600;0,001377877;
tanzania;600;0,001377877;
zero;600;0,001377877;
kebahagiaan;600;0,001377877;
gunakan;600;0,001377877;
elit;600;0,001377877;
bertinggi;600;0,001377877;
fermentasi;600;0,001377877;
marcus;600;0,001377877;
herakles;599;0,001375581;
tonight;599;0,001375581;
peralihan;599;0,001375581;
boss;599;0,001375581;
pdf;599;0,001375581;
slavia;598;0,001373284;
baginda;598;0,001373284;
tengkorak;598;0,001373284;
pemandu;598;0,001373284;
ci;598;0,001373284;
sekte;598;0,001373284;
cargo;598;0,001373284;
stuart;598;0,001373284;
orientasi;598;0,001373284;
dimodifikasi;598;0,001373284;
between;597;0,001370988;
talaud;597;0,001370988;
konsultan;597;0,001370988;
roberts;597;0,001370988;
match;597;0,001370988;
email;596;0,001368691;
mouse;596;0,001368691;
terkuat;596;0,001368691;
million;596;0,001368691;
imigrasi;596;0,001368691;
unta;596;0,001368691;
renovasi;596;0,001368691;
yokohama;596;0,001368691;
coffee;596;0,001368691;
logistik;596;0,001368691;
fotografer;596;0,001368691;
dinamika;596;0,001368691;
saxony;596;0,001368691;
classic;596;0,001368691;
rb;596;0,001368691;
kompetensi;595;0,001366395;
kultur;595;0,001366395;
toro;595;0,001366395;
rakai;595;0,001366395;
christine;595;0,001366395;
kecerdasan;595;0,001366395;
rainbow;595;0,001366395;
yamamoto;595;0,001366395;
donal;595;0,001366395;
poster;594;0,001364099;
separuh;594;0,001364099;
kotor;594;0,001364099;
pengecualian;594;0,001364099;
nagoya;594;0,001364099;
sprint;594;0,001364099;
pandu;594;0,001364099;
jing;594;0,001364099;
pandan;594;0,001364099;
tercantum;593;0,001361802;
diakhiri;593;0,001361802;
sebulan;593;0,001361802;
β;593;0,001361802;
eagle;593;0,001361802;
nil;593;0,001361802;
hias;593;0,001361802;
dame;593;0,001361802;
relasi;593;0,001361802;
half;593;0,001361802;
tambak;592;0,001359506;
bon;592;0,001359506;
parma;592;0,001359506;
diputuskan;592;0,001359506;
fiktif;592;0,001359506;
gelas;592;0,001359506;
balangan;592;0,001359506;
persediaan;591;0,001357209;
sepertinya;591;0,001357209;
melukis;591;0,001357209;
montreal;591;0,001357209;
pesanan;591;0,001357209;
ye;591;0,001357209;
cry;591;0,001357209;
baptis;591;0,001357209;
gu;591;0,001357209;
menabrak;591;0,001357209;
storm;591;0,001357209;
hana;591;0,001357209;
cameron;590;0,001354913;
katingan;590;0,001354913;
rapper;590;0,001354913;
dihadapi;590;0,001354913;
tingkah;589;0,001352616;
lembu;589;0,001352616;
transistor;589;0,001352616;
civil;589;0,001352616;
menyeberangi;589;0,001352616;
rela;589;0,001352616;
zimbabwe;588;0,00135032;
tales;588;0,00135032;
bertahta;588;0,00135032;
bertingkat;588;0,00135032;
kacamata;588;0,00135032;
numfor;588;0,00135032;
resep;588;0,00135032;
rowspan;588;0,00135032;
tunduk;588;0,00135032;
edwin;588;0,00135032;
joão;587;0,001348023;
step;587;0,001348023;
greg;587;0,001348023;
berteman;587;0,001348023;
holy;587;0,001348023;
berprofesi;587;0,001348023;
kramat;587;0,001348023;
memulihkan;586;0,001345727;
darius;586;0,001345727;
terkini;586;0,001345727;
guyana;586;0,001345727;
sai;586;0,001345727;
bermanfaat;586;0,001345727;
olga;586;0,001345727;
hunt;585;0,00134343;
electronic;585;0,00134343;
kaliber;585;0,00134343;
leonardo;585;0,00134343;
lucas;585;0,00134343;
documentary;585;0,00134343;
senegal;585;0,00134343;
tyler;585;0,00134343;
info;585;0,00134343;
brad;585;0,00134343;
iphone;585;0,00134343;
konversi;585;0,00134343;
sambutan;585;0,00134343;
dibayar;585;0,00134343;
produktif;585;0,00134343;
akira;585;0,00134343;
agency;585;0,00134343;
dipromosikan;584;0,001341134;
advanced;584;0,001341134;
perfect;584;0,001341134;
menanggapi;584;0,001341134;
redaksi;584;0,001341134;
pk;583;0,001338837;
kedelai;583;0,001338837;
self;583;0,001338837;
louise;582;0,001336541;
springs;582;0,001336541;
report;582;0,001336541;
hayati;582;0,001336541;
talang;582;0,001336541;
gantung;582;0,001336541;
ver;582;0,001336541;
xbox;582;0,001336541;
border;582;0,001336541;
zakat;582;0,001336541;
filmnya;581;0,001334245;
apg;581;0,001334245;
string;581;0,001334245;
mb;581;0,001334245;
kepadamu;581;0,001334245;
paper;581;0,001334245;
denominasi;581;0,001334245;
dominasi;581;0,001334245;
benediktus;581;0,001334245;
penempatan;581;0,001334245;
ragu;581;0,001334245;
triple;581;0,001334245;
kosta;580;0,001331948;
bois;580;0,001331948;
cold;580;0,001331948;
casino;580;0,001331948;
georg;580;0,001331948;
perancangan;580;0,001331948;
mandala;580;0,001331948;
pakai;579;0,001329652;
wings;579;0,001329652;
creek;579;0,001329652;
pyrénées;579;0,001329652;
rina;579;0,001329652;
diakibatkan;579;0,001329652;
pemulihan;579;0,001329652;
pantun;578;0,001327355;
fish;578;0,001327355;
gembira;578;0,001327355;
lucy;578;0,001327355;
afi;578;0,001327355;
menghukum;578;0,001327355;
winners;578;0,001327355;
article;578;0,001327355;
fleksibel;577;0,001325059;
led;577;0,001325059;
detroit;577;0,001325059;
circle;577;0,001325059;
mengemukakan;577;0,001325059;
imperial;577;0,001325059;
baseball;577;0,001325059;
betul;577;0,001325059;
symphony;577;0,001325059;
persepsi;577;0,001325059;
pembeli;577;0,001325059;
kegelapan;577;0,001325059;
edit;577;0,001325059;
suite;576;0,001322762;
cendekiawan;576;0,001322762;
cole;576;0,001322762;
dikemukakan;576;0,001322762;
beralamat;576;0,001322762;
jasanya;575;0,001320466;
anglikan;575;0,001320466;
toilet;575;0,001320466;
barrichello;575;0,001320466;
concacaf;575;0,001320466;
kiev;575;0,001320466;
merawat;575;0,001320466;
tell;575;0,001320466;
terakreditasi;575;0,001320466;
keemasan;575;0,001320466;
facto;574;0,001318169;
against;574;0,001318169;
pernapasan;574;0,001318169;
anggrek;574;0,001318169;
icon;574;0,001318169;
berbahan;573;0,001315873;
lesmana;573;0,001315873;
celana;573;0,001315873;
upper;573;0,001315873;
middle;573;0,001315873;
hutang;573;0,001315873;
chun;573;0,001315873;
monaco;573;0,001315873;
calvin;573;0,001315873;
diy;573;0,001315873;
memunculkan;572;0,001313576;
dipastikan;572;0,001313576;
still;572;0,001313576;
helsinki;572;0,001313576;
distributor;572;0,001313576;
miki;572;0,001313576;
artistik;572;0,001313576;
menggerakkan;572;0,001313576;
200px;572;0,001313576;
bubuk;571;0,00131128;
chile;571;0,00131128;
landak;571;0,00131128;
beli;571;0,00131128;
rhythm;571;0,00131128;
keberuntungan;571;0,00131128;
nasionalisme;571;0,00131128;
buka;571;0,00131128;
jln;571;0,00131128;
sejajar;571;0,00131128;
crime;571;0,00131128;
meiji;571;0,00131128;
giri;570;0,001308983;
kastilia;570;0,001308983;
elektro;570;0,001308983;
rubens;570;0,001308983;
ekstrakulikuler;569;0,001306687;
pocong;569;0,001306687;
eks;569;0,001306687;
persero;569;0,001306687;
rote;569;0,001306687;
columbus;569;0,001306687;
harold;569;0,001306687;
kung;569;0,001306687;
pemandian;569;0,001306687;
sesat;569;0,001306687;
ketimbang;568;0,001304391;
meunasah;568;0,001304391;
peraih;568;0,001304391;
pengabdian;568;0,001304391;
nam;568;0,001304391;
penanggalan;568;0,001304391;
elisabeth;568;0,001304391;
pucuk;568;0,001304391;
alexandria;568;0,001304391;
predator;568;0,001304391;
meniru;568;0,001304391;
hiroshi;567;0,001302094;
syi;567;0,001302094;
tomorrow;567;0,001302094;
kera;567;0,001302094;
internazionale;567;0,001302094;
adonan;567;0,001302094;
saturday;567;0,001302094;
liburan;567;0,001302094;
eun;567;0,001302094;
bintik;567;0,001302094;
mnc;567;0,001302094;
financial;567;0,001302094;
kas;567;0,001302094;
orlando;566;0,001299798;
ping;566;0,001299798;
homo;566;0,001299798;
propaganda;566;0,001299798;
blink;566;0,001299798;
italian;566;0,001299798;
nyonya;566;0,001299798;
kalian;566;0,001299798;
prize;566;0,001299798;
kalsium;566;0,001299798;
berabad;566;0,001299798;
murung;566;0,001299798;
evil;565;0,001297501;
menyembunyikan;565;0,001297501;
word;565;0,001297501;
length;565;0,001297501;
pengasingan;565;0,001297501;
kesepuluh;565;0,001297501;
dokumentasi;565;0,001297501;
kekebalan;565;0,001297501;
menyingkirkan;565;0,001297501;
fragmen;565;0,001297501;
disambut;564;0,001295205;
sorong;564;0,001295205;
chrisye;564;0,001295205;
warsawa;564;0,001295205;
pembatasan;564;0,001295205;
penggalian;564;0,001295205;
train;563;0,001292908;
tanaka;563;0,001292908;
morris;563;0,001292908;
android;563;0,001292908;
syuting;563;0,001292908;
pengunduran;562;0,001290612;
membunuhnya;562;0,001290612;
keterlibatan;562;0,001290612;
jubah;562;0,001290612;
asy;562;0,001290612;
plato;562;0,001290612;
dairi;561;0,001288315;
berkali;561;0,001288315;
pemanasan;561;0,001288315;
motto;561;0,001288315;
membujuk;561;0,001288315;
smart;561;0,001288315;
dpd;561;0,001288315;
din;561;0,001288315;
soto;561;0,001288315;
kemarahan;561;0,001288315;
aires;560;0,001286019;
bak;560;0,001286019;
pemadam;560;0,001286019;
komunisme;560;0,001286019;
budapest;560;0,001286019;
maritime;560;0,001286019;
warrior;560;0,001286019;
memberitahukan;560;0,001286019;
niaga;560;0,001286019;
subyek;560;0,001286019;
mendatangkan;560;0,001286019;
convention;560;0,001286019;
kawat;559;0,001283722;
potong;559;0,001283722;
mengepung;559;0,001283722;
memperebutkan;559;0,001283722;
ottoman;559;0,001283722;
kings;559;0,001283722;
prasejarah;559;0,001283722;
akademis;559;0,001283722;
lumba;559;0,001283722;
langsa;559;0,001283722;
perumpamaan;559;0,001283722;
kostrad;558;0,001281426;
alfonso;558;0,001281426;
setelahnya;558;0,001281426;
fast;558;0,001281426;
chiang;558;0,001281426;
weasley;558;0,001281426;
gear;558;0,001281426;
tablet;557;0,001279129;
guild;557;0,001279129;
